HBHC010262202017,,,,Court : High Court  for State of Telangana
KAHC010282022022,,,,Court : High Court of Karnataka
KAHC010551852017,,,,Court : High Court of Karnataka
KAHC030081922011,,,,Court : High Court of Karnataka
KAHC010115882020,,,,Court : High Court of Karnataka
KAHC010423672022,,,,Court : High Court of Karnataka
HCMA013898182018,,,,Court : Madras High Court
KAHC010539432013,,,,Court : High Court of Karnataka
KAHC010563742022,,,,Court : High Court of Karnataka
KAHC010448822015,,,,Court : High Court of Karnataka
PHHC010665232023,,,,Court : High Court of Punjab and Haryana
KAHC010020022018,,,,Court : High Court of Karnataka
HCMA011704002017,,,,Court : Madras High Court
KAHC010098662015,,,,Court : High Court of Karnataka
KAHC010387792018,,,,Court : High Court of Karnataka
DLHC010924382012,,,,Court : High Court of Delhi
PHHC011030292018,,,,Court : High Court of Punjab and Haryana
HCMD010866772022,,,,Court : Madras High Court
KAHC030015072008,,,,Court : High Court of Karnataka
WBCHCP0012022022,,,,Court : Calcutta High Court
ODHC010255922022,,,,Court : Orissa High Court
CGHC010147032013,,,,Court : High Court Of Chhattisgarh
DLHC010047111999,,,,Court : High Court of Delhi
PHHC010326251997,,,,Court : High Court of Punjab and Haryana
PHHC011077402022,,,,Court : High Court of Punjab and Haryana
KAHC020134282022,,,,Court : High Court of Karnataka
KLHC010882892019,,,,Court : High Court of Kerala
KAHC020072052008,,,,Court : High Court of Karnataka
PHHC010815302023,,,,Court : High Court of Punjab and Haryana
DLHC011031802019,,,,Court : High Court of Delhi
KAHC030073992019,,,,Court : High Court of Karnataka
DLHC013683902018,,,,Court : High Court of Delhi
KAHC020142792022,,,,Court : High Court of Karnataka
WBCHCP0000232019,,,,Court : Calcutta High Court
PHHC010913752014,,,,Court : High Court of Punjab and Haryana
KAHC020127902022,,,,Court : High Court of Karnataka
DLHC012285012023,,,,Court : High Court of Delhi
PHHC010864392016,,,,Court : High Court of Punjab and Haryana
DLHC019272452019,,,,Court : High Court of Delhi
KAHC030055392012,,,,Court : High Court of Karnataka
KAHC020136692022,,,,Court : High Court of Karnataka
KAHC020146322022,,,,Court : High Court of Karnataka
PHHC010610562019,,,,Court : High Court of Punjab and Haryana
KLHC010247632014,,,,Court : High Court of Kerala
PHHC011139592023,,,,Court : High Court of Punjab and Haryana
KAHC010352502016,,,,Court : High Court of Karnataka
DLHC011870042017,,,,Court : High Court of Delhi
DLHC013101062016,,,,Court : High Court of Delhi
ODHC010405292010,,,,Court : Orissa High Court
JHHC010100882018,,,,Court : High Court of Jharkhand
PHHC011173232014,,,,Court : High Court of Punjab and Haryana
JHHC010357732022,,,,Court : High Court of Jharkhand
JHHC010191842020,,,,Court : High Court of Jharkhand
DLHC011833762016,,,,Court : High Court of Delhi
DLHC010170712016,,,,Court : High Court of Delhi
DLHC018522112020,,,,Court : High Court of Delhi
DLHC011918012017,,,,Court : High Court of Delhi
KAHC010141362021,,,,Court : High Court of Karnataka
KAHC010417562011,,,,Court : High Court of Karnataka
DLHC019961862019,,,,Court : High Court of Delhi
DLHC014375102018,,,,Court : High Court of Delhi
JHHC010096482018,,,,Court : High Court of Jharkhand
JKHC020061722019,,,,Court : High Court of Jammu and Kashmir
DLHC012952832023,,,,Court : High Court of Delhi
DLHC012431022023,,,,Court : High Court of Delhi
KAHC010170702019,,,,Court : High Court of Karnataka
PHHC011434092022,,,,Court : High Court of Punjab and Haryana
DLHC019386272022,,,,Court : High Court of Delhi
HBHC010718472015,,,,Court : High Court  for State of Telangana
DLHC015862212023,,,,Court : High Court of Delhi
UPHC011957732012,,,,Court : Allahabad High Court
DLHC012124662023,,,,Court : High Court of Delhi
DLHC016165232023,,,,Court : High Court of Delhi
HCMA011277552019,,,,Court : Madras High Court
DLHC018013442020,,,,Court : High Court of Delhi
DLHC015599832023,,,,Court : High Court of Delhi
DLHC011626612016,,,,Court : High Court of Delhi
DLHC014630602021,,,,Court : High Court of Delhi
DLHC018272612023,,,,Court : High Court of Delhi
DLHC014620092019,,,,Court : High Court of Delhi
KAHC010258682021,,,,Court : High Court of Karnataka
DLHC010351812022,,,,Court : High Court of Delhi
DLHC017936532020,,,,Court : High Court of Delhi
APHC010048892020,,,,Court : High Court of Andhra Pradesh
JKHC020070392018,,,,Court : High Court of Jammu and Kashmir
KAHC010135412023,,,,Court : High Court of Karnataka
JKHC020071192019,,,,Court : High Court of Jammu and Kashmir
KAHC010486362022,,,,Court : High Court of Karnataka
DLHC013562122018,,,,Court : High Court of Delhi
DLHC018531812023,,,,Court : High Court of Delhi
